title, date, username, lat, lng, description
Butcher's Bridge, Reviewed July 2 2016, Clara M, 46.051743, 14.508775, Bridges
Cankarjevo nabrezje, Reviewed November 14 2015, ????? ?, 46.049709, 14.505584, Historic Walking Areas
Museum of Illusions - Ljubljana, Reviewed July 20 2017, Evgeniy73, 46.049751, 14.503541, Children's Museums
Ljubljana Old Town, Reviewed May 1 2016, Zarano, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 9 2014, CARLOS P, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed June 18 2016, Wander_Lust1969, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed July 30 2013, ROCCO P, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed December 22 2016, Andrea K, 46.048809, 14.508312, Castles
Franciscan Church (Franciskanska cerkev), Reviewed July 15 2012, NYCTravelingGal, 46.051380, 14.506208, Sacred & Religious Sites
River Ljubljanica Kanal, Reviewed May 29 2015, JonR7, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed July 18 2015, pyegirl, 46.051033, 14.506317, Neighborhoods
Museum of Architecture and Design (MAO), Reviewed October 27 2014, David_R_Silva, 46.050812, 14.563470, Specialty Museums
Congress Square (Kongresni trg), Reviewed May 8 2017, cleghorn, 46.050247, 14.503598, Parks
Ljubljana Castle, Reviewed March 30 2016, Riccarda V, 46.048809, 14.508312, Castles
Hercules Fountain, Reviewed July 22 2017, Attivol, 46.047432, 14.506335, Fountains
Triple Bridge (Tromostovje), Reviewed July 21 2014, AxiSor, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 3 2017, 201Ana, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed July 11 2011, Elke_and_Sven, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 9 2017, Shubhra S, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed 2 weeks ago, ami86, 46.050743, 14.508185, Sacred & Religious Sites
Dragon Bridge (Zmajski Most), Reviewed May 1 2017, David C, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed July 9 2013, Jeff H, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed October 29 2016, baryTW, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed April 21 2017, OLGA D, 46.050674, 14.505830, Bodies of Water
Triple Bridge (Tromostovje), Reviewed June 16 2016, theandorser, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed May 21 2017, ImagineCollado, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed July 6 2016, Marianne M, 46.052151, 14.510453, Bridges
Slovene Ethnographic Museum, Reviewed March 24 2017, Miha P, 46.054939, 14.515657, Specialty Museums
Triple Bridge (Tromostovje), Reviewed December 23 2014, MarcusBarrocas, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed October 5 2017, aussiebeth, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed June 13 2017, nevenjerkovic, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 10 2017, Andrea C, 46.051033, 14.506317, Neighborhoods
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed September 17 2015, Mark S, 46.059364, 14.495503, History Museums
Triple Bridge (Tromostovje), Reviewed August 2 2014, Emanuele1787, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed November 26 2016, Looslo, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed May 21 2016, SaleDamc, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed May 3 2016, 22GUSTN, 46.050060, 14.506863, Government Buildings
Shoemaker's Bridge (Cevljarski Most), Reviewed October 28 2015, Inscribe, 46.048454, 14.505839, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed December 28 2016, guptaratika, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Old Town, Reviewed January 11 2017, alexkoll, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed May 7 2013, ArtepL, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed December 6 2016, henn1505, 46.051815, 14.506286, Bridges
Tivoli Park, Reviewed June 28 2014, Leanne P, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed April 30 2017, Juan J M, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed January 4 2017, Jag500, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed May 8 2012, AnitaKrk, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed July 23 2015, Francy92go, 46.087688, 14.473920, Parks
Dragon Bridge (Zmajski Most), Reviewed July 21 2016, ivanbaryshev, 46.052151, 14.510453, Bridges
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed February 6 2015, chiara s, 46.050117, 14.506958, Fountains
Skyscraper (Neboticnik), Reviewed January 4 2017, Stefano S, 46.053196, 14.503623, Architectural Buildings
Vodnik Square (Vodnikov trg), Reviewed February 1 2017, Lalitowhynot, 46.051079, 14.509243, Monuments & Statues
Triple Bridge (Tromostovje), Reviewed November 29 2014, TravelFiendGeorgia, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed January 1 2015, Plattypuss52, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed May 7 2015, mastertraveller2014, 46.051743, 14.508775, Bridges
River Ljubljanica Kanal, Reviewed March 11 2016, h4unted, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed July 29 2009, the_accompanist, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 12 2012, Stephen B, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed October 9 2016, dino328gtb, 46.052151, 14.510453, Bridges
Dragon Bridge (Zmajski Most), Reviewed July 10 2014, Mike P, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed December 24 2016, Antonio C, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed January 1 2016, Takis23, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed October 26 2012, MikeLinda23, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 16 2014, Dako1960, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed June 20 2016, Sam M, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed November 13 2016, messmoum, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed March 22 2014, CML_2009, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed July 8 2016, happina, 46.087688, 14.473920, Parks
Congress Square (Kongresni trg), Reviewed July 20 2017, stefanieadams09, 46.050247, 14.503598, Parks
Tivoli Park, Reviewed July 17 2017, Ur�ka A, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed September 7 2014, LELOPOASP, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed October 14 2016, andrewf118, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed June 25 2017, thomasnatalya, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed March 10 2015, Shmave, 46.051815, 14.506286, Bridges
Mestni Trg, Reviewed July 23 2015, AleksandrTc, 46.049423, 14.506438, Points of Interest & Landmarks
Metelkova, Reviewed October 30 2012, mirignao, 46.056568, 14.516992, Neighborhoods
Shoemaker's Bridge (Cevljarski Most), Reviewed September 12 2012, Stephen B, 46.048454, 14.505839, Bridges
ZOO Ljubljana, Reviewed February 23 2016, Nikky1, 46.054249, 14.471506, Zoos
Ljubljana Old Town, Reviewed November 26 2016, Tommaso R, 46.051033, 14.506317, Neighborhoods
Shoemaker's Bridge (Cevljarski Most), Reviewed August 22 2013, Matt_McDuncan, 46.048454, 14.505839, Bridges
Ljubljana Castle Funicular, Reviewed October 20 2016, �rni J, 46.049046, 14.508827, Castles
Triple Bridge (Tromostovje), Reviewed May 23 2017, Ramona C, 46.051815, 14.506286, Bridges
City Savings Bank Building, Reviewed January 28 2016, izi f, 46.051708, 14.504990, Architectural Buildings
Tivoli Park, Reviewed October 19 2015, Laura H, 46.087688, 14.473920, Parks
Railway Museum, Reviewed August 31 2013, travelinx76, 46.062695, 14.502625, Specialty Museums
Preseren Square, Reviewed September 1 2014, Aprill21, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed October 3 2017, jerilove4, 46.048809, 14.508312, Castles
Hauptmannova Hisa, Reviewed August 12 2017, MalcH, 46.051514, 14.505887, Architectural Buildings
Ljubljana Castle, Reviewed September 22 2017, RPU16, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed November 3 2015, kingdoc92, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 30 2016, Stefano A, 46.051033, 14.506317, Neighborhoods
Republic Square (Trg Republike), Reviewed October 14 2016, IAMASOULBOY, 46.051010, 14.500815, Points of Interest & Landmarks
Ljubljana Castle, Reviewed 3 weeks ago, rominarremis, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed October 31 2016, Giovan Battista A, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed October 6 2013, Pamela V, 46.048809, 14.508312, Castles
Shoemaker's Bridge (Cevljarski Most), Reviewed August 23 2016, on_the_go_98765, 46.048454, 14.505839, Bridges
Ljubljana Castle, Reviewed March 28 2013, _viaggiamo1988_, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed April 10 2015, Melanie E, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 13 2014, leigh917, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed September 18 2016, chris s, 46.087688, 14.473920, Parks
Dragon Bridge (Zmajski Most), Reviewed May 29 2017, Javier C, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed August 18 2016, Eduardo M, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed February 24 2014, ElenaSavag, 46.048809, 14.508312, Castles
Franciscan Church (Franciskanska cerkev), Reviewed January 3 2016, gianfranco g, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Old Town, Reviewed September 28 2015, Lynne L, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed August 14 2015, Danielita29, 46.051815, 14.506286, Bridges
Union Experience - Union Brewery, Reviewed January 6 2016, Maja H, 46.059261, 14.499269, Breweries
Ljubljana Castle Funicular, Reviewed September 15 2016, Alessandro G, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed February 18 2015, car0T, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed October 5 2017, Dreamliner_B787-9, 46.051815, 14.506286, Bridges
Town Hall (Magistrat), Reviewed October 6 2017, Linda B, 46.050060, 14.506863, Government Buildings
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed October 28 2015, NatashaAbroad, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed January 4 2016, fonjimmy38, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 13 2016, ravatLans71380France, 46.051033, 14.506317, Neighborhoods
ZOO Ljubljana, Reviewed March 22 2015, Miha J, 46.054249, 14.471506, Zoos
Preseren Square, Reviewed July 11 2017, Kevin L, 46.051296, 14.506147, Points of Interest & Landmarks
Preseren Square, Reviewed June 25 2017, AxiSor, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed September 18 2016, emanuelebazzani, 46.048809, 14.508312, Castles
Franciscan Church (Franciskanska cerkev), Reviewed July 30 2015, Sibanez, 46.051380, 14.506208, Sacred & Religious Sites
Butcher's Bridge, Reviewed October 19 2015, pomra007, 46.051743, 14.508775, Bridges
Metelkova, Reviewed August 20 2015, Marjon K, 46.056568, 14.516992, Neighborhoods
Ljubljana Old Town, Reviewed September 4 2016, rita r, 46.051033, 14.506317, Neighborhoods
The Jakopic Gallery, Reviewed March 31 2017, Miha P, 46.047890, 14.501090, Art Galleries
Dragon Bridge (Zmajski Most), Reviewed October 14 2016, Robert B, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed July 30 2016, lottamatilda, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed August 30 2017, BonnieRed850, 46.087688, 14.473920, Parks
Tivoli Park, Reviewed 1 week ago, olegkrylov, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed May 4 2014, LucaT83, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed 3 weeks ago, AndraMaryland, 46.048809, 14.508312, Castles
Congress Square (Kongresni trg), Reviewed August 18 2017, joandias_07, 46.050247, 14.503598, Parks
Dragon Bridge (Zmajski Most), Reviewed September 28 2017, polusman, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed August 7 2017, Costanza H, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed December 6 2015, A TripAdvisor Member, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed October 29 2015, TamaraD87, 46.051296, 14.506147, Points of Interest & Landmarks
Town Hall (Magistrat), Reviewed February 16 2015, Ocram82, 46.050060, 14.506863, Government Buildings
Butcher's Bridge, Reviewed July 17 2017, stevenenhilde, 46.051743, 14.508775, Bridges
Triple Bridge (Tromostovje), Reviewed October 7 2016, Aaretal, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed March 25 2017, HoustonHouston, 46.050674, 14.505830, Bodies of Water
Franciscan Church (Franciskanska cerkev), Reviewed March 22 2017, Georgesparisien, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Old Town, Reviewed April 19 2015, Christian M, 46.051033, 14.506317, Neighborhoods
Tourist Information Centre Ljubljana, Reviewed May 25 2016, Nettie2009, 46.051025, 14.506311, Visitor Centers
Ljubljana Castle, Reviewed September 26 2017, Philip H, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 17 2017, marukodm, 46.052151, 14.510453, Bridges
Gornji Trg, Reviewed July 23 2015, Rousse-russe, 46.046570, 14.507704, Points of Interest & Landmarks
Ljubljana Castle, Reviewed 4 weeks ago, 427BeatleBob, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 1 2015, Isabel B, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed November 8 2016, Viandante915, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed November 15 2012, jysuisjyreste, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 27 2016, Cameron K, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 29 2017, Samer J, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed July 22 2017, PACIU_11, 46.051815, 14.506286, Bridges
Public Loan Bank Building, Reviewed January 1 2016, JurijKobal, 46.052231, 14.506470, Architectural Buildings
Ljubljana Castle, Reviewed October 13 2016, porto818, 46.048809, 14.508312, Castles
University Botanic Gardens Ljubljana, Reviewed January 14 2014, nb888, 46.039665, 14.514394, Gardens
Ljubljana Castle, Reviewed August 24 2015, Alberto S, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed August 17 2015, sereangeli88, 46.051815, 14.506286, Bridges
Metelkova, Reviewed August 2 2016, aaahnni, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle Funicular, Reviewed February 14 2015, Hrvoje Z, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed August 1 2016, Ugo P, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed January 27 2017, Bilge C, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed August 10 2015, Rebeketa, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 23 2016, robyn t, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 28 2013, HeidiToronto_Canada, 46.048809, 14.508312, Castles
Franciscan Church (Franciskanska cerkev), Reviewed November 8 2016, ????, 46.051380, 14.506208, Sacred & Religious Sites
Preseren Square, Reviewed August 3 2015, Marta R, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed July 14 2016, Cl�mentine C, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 11 2016, Verkie, 46.051033, 14.506317, Neighborhoods
City Museum of Ljubljana, Reviewed August 6 2017, BeatrizSiqueira, 46.046940, 14.504100, Specialty Museums
Triple Bridge (Tromostovje), Reviewed August 11 2012, Cassa90, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed July 10 2017, Marko Z, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed April 25 2017, RandyRoss, 46.051296, 14.506147, Points of Interest & Landmarks
Central Market, Reviewed August 18 2017, PatManela, 46.051247, 14.509299, Flea & Street Markets
Tourist Information Centre Ljubljana, Reviewed July 8 2017, flashncrash, 46.051025, 14.506311, Visitor Centers
Ljubljana Old Town, Reviewed December 17 2016, Marangoni R, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed January 21 2017, jancka s, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed 3 weeks ago, Patritsiya E, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 26 2013, PauloBaptista, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 10 2016, AimeeZara, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed October 19 2015, missclaire2012, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed May 14 2016, Artur A, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed January 2 2014, geertsnaet, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed October 29 2011, The_New_Mrs_OConnor, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed February 16 2017, Jhood24, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed May 11 2015, Enrico M, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed May 9 2016, Lastefy84, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed October 1 2015, Marjana1952, 46.049046, 14.508827, Castles
Dragon Bridge (Zmajski Most), Reviewed October 2 2013, Izaltina, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed September 22 2013, Gaynor100, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed August 10 2016, Ann V, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed September 25 2015, Jezzo J, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed November 15 2016, Richard G, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed October 15 2015, humpedlotus, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed June 13 2016, 834HvE, 46.051033, 14.506317, Neighborhoods
Union Experience - Union Brewery, Reviewed October 14 2015, Pohl S, 46.059261, 14.499269, Breweries
Dragon Bridge (Zmajski Most), Reviewed October 12 2016, Miloje M, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed September 20 2016, Strannik922, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed November 20 2012, Dudleydoright66, 46.051033, 14.506317, Neighborhoods
Shoemaker's Bridge (Cevljarski Most), Reviewed June 28 2016, Aleksandar S, 46.048454, 14.505839, Bridges
Skyscraper (Neboticnik), Reviewed February 28 2016, Dzon V, 46.053196, 14.503623, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed July 17 2015, isis V, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed August 5 2016, PCMTBeeGees, 46.051033, 14.506317, Neighborhoods
Town Hall (Magistrat), Reviewed February 25 2012, AlexG1980, 46.050060, 14.506863, Government Buildings
Preseren Square, Reviewed April 4 2015, Blumit, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed September 23 2016, ohnomo, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 22 2017, frabia1963, 46.052151, 14.510453, Bridges
Triple Bridge (Tromostovje), Reviewed August 7 2016, RoRo500, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed August 16 2017, Cl L, 46.048809, 14.508312, Castles
ZOO Ljubljana, Reviewed October 10 2013, dimitar-karakshev, 46.054249, 14.471506, Zoos
Triple Bridge (Tromostovje), Reviewed July 17 2013, ExplorerXYZ, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed April 14 2014, Giuseppe C, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed December 15 2015, NeptunesExpress, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed January 2 2017, Fra_ing66, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed August 3 2017, Steven S, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed July 27 2016, Corinne G, 46.048809, 14.508312, Castles
Cyril Methodius Square (Ciril-Metodov trg), Reviewed April 20 2016, Maurizio F, 46.050510, 14.508010, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed August 14 2016, PiergiuseppeB, 46.051033, 14.506317, Neighborhoods
House of Experiments - Hisa eksperimentov, Reviewed September 23 2017, M�lodie D, 46.052608, 14.510880, Children's Museums
Ljubljana Old Town, Reviewed August 11 2013, ThijsMalmberg, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed July 31 2015, M B, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed August 9 2014, NSJ82, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 17 2013, T-toe, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed October 26 2016, BuenosAiresLia, 46.051743, 14.508775, Bridges
Ljubljana Old Town, Reviewed May 18 2016, ismabera, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed January 17 2016, turistaAncona, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed September 3 2017, elifeda, 46.051033, 14.506317, Neighborhoods
Franciscan Church (Franciskanska cerkev), Reviewed September 6 2017, vercors514, 46.051380, 14.506208, Sacred & Religious Sites
River Ljubljanica Kanal, Reviewed November 6 2016, Biffro, 46.050674, 14.505830, Bodies of Water
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed December 29 2016, fabiohenrique2016, 46.059364, 14.495503, History Museums
Ljubljana Old Town, Reviewed July 30 2017, E-Beth S, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 2 2013, Izaltina, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed July 17 2016, Diogo O, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed September 4 2014, Daxter90, 46.050674, 14.505830, Bodies of Water
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed January 31 2016, hjk8427_, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Old Town, Reviewed July 22 2015, Sy N, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed February 11 2016, Blok45Serbia, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed June 4 2013, chicorin, 46.050674, 14.505830, Bodies of Water
Ljubljana Old Town, Reviewed May 5 2015, MarkSF100, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed April 7 2017, EndodocLondon, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed June 30 2017, dolly1947, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed September 26 2016, TravelSuitsMe, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed April 4 2012, Annabplr, 46.051815, 14.506286, Bridges
River Ljubljanica Kanal, Reviewed August 8 2016, Marjolein747, 46.050674, 14.505830, Bodies of Water
Sts. Cyril and Methodius Church, Reviewed 2 weeks ago, Cristian C, 46.053848, 14.499300, Churches & Cathedrals
Triple Bridge (Tromostovje), Reviewed September 7 2016, loredanatgl, 46.051815, 14.506286, Bridges
Town Hall (Magistrat), Reviewed January 4 2016, 007Recensorer, 46.050060, 14.506863, Government Buildings
Preseren Square, Reviewed October 4 2012, PatriciaEffingham_NH, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed 3 weeks ago, Emilija D, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed April 14 2015, ??????? ?, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed August 6 2017, AmosRedux, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 9 2015, Eva S, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed September 4 2016, Anna A, 46.048809, 14.508312, Castles
ZOO Ljubljana, Reviewed April 9 2015, Bigbig78, 46.054249, 14.471506, Zoos
Triple Bridge (Tromostovje), Reviewed July 3 2016, nikothewall, 46.051815, 14.506286, Bridges
National Museum of Contemporary History (Muzej Novejse Zgodovine Slovenije), Reviewed October 27 2016, francesca t, 46.059364, 14.495503, History Museums
Ljubljana Castle, Reviewed August 9 2012, Caroline K, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed September 3 2013, KFIRIS, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 20 2015, Glen W, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed September 1 2010, markybrum, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed August 26 2014, Rok I, 46.051815, 14.506286, Bridges
Opera, Reviewed July 30 2016, dianinha m, 46.052757, 14.500817, Operas
Ljubljana Castle, Reviewed August 21 2016, la_bluemaggie, 46.048809, 14.508312, Castles
City Museum of Ljubljana, Reviewed December 8 2013, Svetkom, 46.046940, 14.504100, Specialty Museums
Ljubljana Old Town, Reviewed May 29 2016, Johnson C, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed 5 days ago, Rita_G_64, 46.051815, 14.506286, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed November 8 2014, Andrea T, 46.050743, 14.508185, Sacred & Religious Sites
Dragon Bridge (Zmajski Most), Reviewed June 30 2015, LAM487, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed November 5 2014, David_R_Silva, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed July 3 2012, vecchiogiovine1153, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 28 2014, EsterAlmeida, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed January 25 2014, 3dmitry, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed August 22 2017, Christina T, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed July 13 2016, VictoriaBrito, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed July 26 2015, jennifer s, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed April 12 2017, Werner S, 46.051033, 14.506317, Neighborhoods
Minicity Ljubljana, Reviewed May 21 2015, MonikaCiperle, 46.067627, 14.541853, Theme Parks
Ljubljana Old Town, Reviewed November 14 2016, Jan F, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed July 16 2017, Lebedce, 46.049046, 14.508827, Castles
Dragon Bridge (Zmajski Most), Reviewed July 29 2015, mtlrmtlr, 46.052151, 14.510453, Bridges
Ljubljana Castle Funicular, Reviewed July 9 2015, V4ndy, 46.049046, 14.508827, Castles
